ENG20-00208807-v	wngre:synset-βρέχω-verb-0
ENG20-02229098-a	wngre:synset-στραβός-adjective-0
ENG20-02229113-v	wngre:synset-μοιράζομαι-verb-0
ENG20-02229149-n	wngre:synset-Cycliophora-noun-0
ENG20-02229352-v	wngre:synset-υπολογίζω-verb-0
ENG20-02229455-v	wngre:synset-μοιράζομαι-verb-1
ENG20-02229741-n	wngre:synset-Βραχιόποδα-noun-0
ENG20-02230022-v	wngre:synset-μεταδίδω-verb-0
ENG20-02230110-n	wngre:synset-Σιπουνκουλοειδή-noun-0
ENG20-02230317-v	wngre:synset-υποβάλλω_προσφορά-verb-0
ENG20-02230806-n	wngre:synset-Εχινόδερμα-noun-0
ENG20-02230964-v	wngre:synset-προσφέρω-verb-0
ENG20-02231121-n	wngre:synset-εχινόδερμο-noun-0
ENG20-02231231-v	wngre:synset-διαθέτω-verb-0
ENG20-02231747-n	wngre:synset-αστερίας-noun-0
ENG20-02231793-v	wngre:synset-εμπορεύομαι-verb-0
ENG20-02232229-v	wngre:synset-προσφέρω-verb-0
ENG20-02233284-v	wngre:synset-μειοδοτώ-verb-0
ENG20-02233327-n	wngre:synset-τάξη_εχινοειδών-noun-0
ENG20-02233398-v	wngre:synset-πλειοδοτώ-verb-0
ENG20-02233507-n	wngre:synset-αχινός-noun-0
ENG20-02233657-v	wngre:synset-δηλώνω_στα_χαρτιά-verb-0
ENG20-02233967-n	wngre:synset-αστερίας_τάξης_exocycloida-noun-0
ENG20-02234463-v	wngre:synset-μειοδοτώ-verb-0
ENG20-02234597-v	wngre:synset-πλειοδοτώ-verb-0
ENG20-02234918-v	wngre:synset-προλαβαίνω-verb-0
ENG20-02235041-v	wngre:synset-εξοφλώ-verb-0
ENG20-02235349-v	wngre:synset-αναλαμβάνω-verb-0
ENG20-02235744-v	wngre:synset-διατηρώ-verb-0
ENG20-02236500-v	wngre:synset-απέχω-verb-1
ENG20-02236594-v	wngre:synset-εκπίπτω-verb-0
ENG20-02236622-n	wngre:synset-ασπόνδυλο_πόδι-noun-0
ENG20-02236923-v	wngre:synset-χάνω-verb-0
ENG20-02237040-v	wngre:synset-κατακτώ-verb-2
ENG20-02237175-v	wngre:synset-ανακτώ-verb-1
ENG20-02237607-n	wngre:synset-Lagomorpha-noun-0
ENG20-02237669-v	wngre:synset-πέφτω-verb-0
ENG20-02237870-n	wngre:synset-λαγόμορφα-noun-0
ENG20-02238136-n	wngre:synset-οικογένεια_Leporidae-noun-0
ENG20-02238144-v	wngre:synset-συγκεντρώνω-verb-0
ENG20-02238323-n	wngre:synset-λαγοειδές_θηλαστικό-noun-0
ENG20-02238466-n	wngre:synset-κουνέλι-noun-0
ENG20-02239037-n	wngre:synset-Oryctolagus-noun-0
ENG20-02239170-n	wngre:synset-Oryctolagus_cuniculus-noun-0
ENG20-02239527-n	wngre:synset-Sylvilagus-noun-0
ENG20-02239588-v	wngre:synset-επιβάλλω_φόρο-verb-0
ENG20-02239657-a	wngre:synset-δυνατός-adjective-0
ENG20-02239682-n	wngre:synset-κουνέλι_γένους_sylvilagus-noun-0
ENG20-02239995-v	wngre:synset-επιβάλλω_φορολογία-verb-0
ENG20-02240388-v	wngre:synset-επιβάλλω_τιμωρία-verb-0
ENG20-02240525-n	wngre:synset-Lepus-noun-0
ENG20-02240539-v	wngre:synset-επιβάλλω_πρόστιμο-verb-0
ENG20-02240674-v	wngre:synset-φορολογώ-verb-0
ENG20-02240720-n	wngre:synset-λαγός-noun-1
ENG20-02241498-v	wngre:synset-καθορίζω_φορολογία-verb-0
ENG20-02241661-v	wngre:synset-επιβάλλω_φόρο-verb-0
ENG20-02241832-v	wngre:synset-συμβάλλω-verb-0
ENG20-02242256-v	wngre:synset-δίνω-verb-0
ENG20-02242465-v	wngre:synset-παίρνω-verb-0
ENG20-02242784-a	wngre:synset-αδύναμος-adjective-0
ENG20-02243071-v	wngre:synset-γυρίζω-verb-5
ENG20-02243363-n	wngre:synset-τάξη_Rodentia-noun-0
ENG20-02243546-v	wngre:synset-αποκαθιστώ-verb-0
ENG20-02243671-n	wngre:synset-τρωκτικό-noun-0
ENG20-02243919-v	wngre:synset-αποταμιεύω-verb-0
ENG20-02244279-v	wngre:synset-αποσύρω_ποσό-verb-0
ENG20-02244406-v	wngre:synset-αποσύρω-verb-0
ENG20-02244530-n	wngre:synset-ποντίκι-noun-1
ENG20-02244831-n	wngre:synset-Myomorpha-noun-0
ENG20-02245030-v	wngre:synset-υπερβαίνω-verb-0
ENG20-02245162-v	wngre:synset-δανείζομαι-verb-0
ENG20-02245260-n	wngre:synset-αρουραίος-noun-1
ENG20-02246094-v	wngre:synset-αποστερώ-verb-1
ENG20-02246324-n	wngre:synset-οικιακό_ποντίκι-noun-0
ENG20-02246750-v	wngre:synset-αποσύρω_επένδυση-verb-0
ENG20-02246923-n	wngre:synset-αρουραίος_του_αγρού-noun-0
ENG20-02247119-v	wngre:synset-απογυμνώνω-verb-0
ENG20-02247122-n	wngre:synset-λευκό_ποντίκι-noun-0
ENG20-02248962-v	wngre:synset-αποκηρύσσω-verb-0
ENG20-02249169-v	wngre:synset-αποδεσμεύομαι-verb-0
ENG20-02249514-v	wngre:synset-παραδίδω-verb-0
ENG20-02249517-n	wngre:synset-Cricetidae-noun-0
ENG20-02249733-v	wngre:synset-προξενώ-verb-1
ENG20-02249941-v	wngre:synset-δίνω-verb-2
ENG20-02330021-n	wngre:synset-αίγαγρος-noun-0
ENG20-02330401-n	wngre:synset-Capra_ibex-noun-0
ENG20-02330551-n	wngre:synset-αντιλόπη_γκνου-noun-0
ENG20-02330754-v	wngre:synset-απολύω-verb-0
ENG20-02331704-n	wngre:synset-γένος_Rupicapra-noun-0
ENG20-02331823-n	wngre:synset-_Rupicapra_rupicapra-noun-0
ENG20-02331921-v	wngre:synset-απομακρύνω-verb-0
ENG20-02332283-n	wngre:synset-αντιλόπη-noun-0
ENG20-02332949-v	wngre:synset-εκθρονίζω-verb-0
ENG20-02333087-v	wngre:synset-μένω-verb-4
ENG20-02333975-v	wngre:synset-διαδέχομαι-verb-1
ENG20-02335138-v	wngre:synset-προηγούμαι-verb-0
ENG20-02335347-n	wngre:synset-γένος_Gazella-noun-0
ENG20-02335359-v	wngre:synset-βάζω_στη_δουλειά-verb-1
ENG20-02335509-n	wngre:synset-γαζέλα-noun-0
ENG20-02335653-v	wngre:synset-σοφάρω-verb-0
ENG20-02336730-v	wngre:synset-προσλαμβάνω-verb-0
ENG20-02338081-v	wngre:synset-δουλεύω-verb-1
ENG20-02338883-v	wngre:synset-υπηρετώ-verb-0
ENG20-02340529-v	wngre:synset-εργάζομαι-verb-0
ENG20-02342178-n	wngre:synset-οικογένεια_Cervidae-noun-0
ENG20-02342528-n	wngre:synset-κερασφόρα-noun-0
ENG20-02342844-v	wngre:synset-ασχολούμαι-verb-2
ENG20-02343392-n	wngre:synset-γένος_Cervus-noun-0
ENG20-02343581-n	wngre:synset-Cervus_elaphus-noun-0
ENG20-02344466-v	wngre:synset-αδρανώ-verb-0
ENG20-02345202-n	wngre:synset-γένος_Alces-noun-0
ENG20-02345318-n	wngre:synset-Alces_alces-noun-0
ENG20-02345757-n	wngre:synset-Capreolus-noun-0
ENG20-02345877-n	wngre:synset-Capreolus_capreolus-noun-0
ENG20-02346060-n	wngre:synset-δόρκος-noun-0
ENG20-02346127-n	wngre:synset-γένος_Rangifer-noun-0
ENG20-02346256-n	wngre:synset-Rangifer_tarandus-noun-0
ENG20-02346717-v	wngre:synset-κοπιάζω-verb-1
ENG20-02348394-v	wngre:synset-απελευθερώνω-verb-0
ENG20-02349140-n	wngre:synset-Camelidae-noun-0
ENG20-02349320-n	wngre:synset-Camelus-noun-0
ENG20-02349463-n	wngre:synset-καμήλα-noun-1
ENG20-02349639-n	wngre:synset-Camelus_dromedarius-noun-0
ENG20-02349665-v	wngre:synset-καταστέλλω-verb-0
ENG20-02349943-n	wngre:synset-λάμα-noun-0
ENG20-02350232-v	wngre:synset-εγκρίνω-verb-1
ENG20-02351101-n	wngre:synset-Giraffidae-noun-0
ENG20-02351224-n	wngre:synset-Giraffa-noun-0
ENG20-02351360-n	wngre:synset-καμηλοπάρδαλη-noun-1
ENG20-02352029-v	wngre:synset-προθυμοποιούμαι-verb-0
ENG20-02352256-n	wngre:synset-πατούσα-noun-0
ENG20-02352850-n	wngre:synset-ποδάρι-noun-1
ENG20-02353003-n	wngre:synset-Mustelidae-noun-0
ENG20-02353088-v	wngre:synset-ανοίγω-verb-14
ENG20-02353624-n	wngre:synset-σαρκοφάγο_θηλαστικό_γένους_mustelid-noun-1
ENG20-02353970-v	wngre:synset-εγκαθιστώ-verb-1
ENG20-02354021-n	wngre:synset-Mustela-noun-0
ENG20-02354240-n	wngre:synset-κουνάβι-noun-2
ENG20-02354470-n	wngre:synset-ερμίνα_mustela_erminea-noun-1
ENG20-02354634-n	wngre:synset-ερμίνα-noun-1
ENG20-02354765-v	wngre:synset-θεσπίζω-verb-1
ENG20-02355143-n	wngre:synset-βιζόν-noun-1
ENG20-02355313-n	wngre:synset-βιζόν_Αμερικής-noun-1
ENG20-02355412-n	wngre:synset-νυφίτσα-noun-3
ENG20-02355644-n	wngre:synset-κουνάβι-noun-3
ENG20-02355773-v	wngre:synset-μαζεύω-verb-0
ENG20-02355782-n	wngre:synset-νυφίτσα_mustela_nigripes-noun-1
ENG20-02356659-v	wngre:synset-προσκαλώ-verb-0
ENG20-02357107-n	wngre:synset-βίδρα-noun-1
ENG20-02357292-n	wngre:synset-Καναδική_lutra-noun-1
ENG20-02357459-n	wngre:synset-Ευρασιατική_ενυδρίδα_γένους_lutra-noun-1
ENG20-02357682-n	wngre:synset-θαλάσσια_ενυδρίδα-noun-1
ENG20-02358003-n	wngre:synset-ικτίς-noun-1
ENG20-02358151-v	wngre:synset-χωρίζω-verb-2
ENG20-02358494-n	wngre:synset-μεφίτις_mephitis_mephitis-noun-1
ENG20-02358640-n	wngre:synset-μεφίτις-noun-2
ENG20-02358802-v	wngre:synset-διοικώ-verb-1
ENG20-02358933-n	wngre:synset-ικτίς_conepatus_leuconotus-noun-1
ENG20-02359241-v	wngre:synset-οργανώνω-verb-1
ENG20-02359309-n	wngre:synset-διάστικτη_μεφίτις-noun-1
ENG20-02359654-n	wngre:synset-ασβός-noun-1
ENG20-02360049-n	wngre:synset-ασβός_Αμερικής-noun-1
ENG20-02360347-n	wngre:synset-Ευρασιατικός_ασβός-noun-1
ENG20-02360461-a	wngre:synset-αισθηματικός-adjective-1
ENG20-02360605-n	wngre:synset-ασβός-noun-4
ENG20-02360920-n	wngre:synset-ασβός-noun-3
ENG20-02360949-v	wngre:synset-οργανώνω-verb-0
ENG20-02361172-n	wngre:synset-ασβός-noun-2
ENG20-02361470-n	wngre:synset-σαρκοβόρο_ζώο_gulo_luscus-noun-1
ENG20-02361637-n	wngre:synset-αδηφάγο_ζώο-noun-1
ENG20-02361668-v	wngre:synset-οργανώνομαι-verb-1
ENG20-02361979-n	wngre:synset-γαλικτίς-noun-1
ENG20-02362201-n	wngre:synset-Martes-noun-0
ENG20-02362229-a	wngre:synset-πειθήνιος-adjective-0
ENG20-02362303-v	wngre:synset-διεισδύω-verb-0
ENG20-02362314-n	wngre:synset-νυφίτσα-noun-2
ENG20-02362536-v	wngre:synset-συνδικαλίζω-verb-0
ENG20-02362575-n	wngre:synset-νυφίτσα_γένους_martes-noun-1
ENG20-02362706-n	wngre:synset-νυφίτσα_γένους_martes_zibellina-noun-1
ENG20-02362809-v	wngre:synset-αποδιοργανώνω-verb-0
ENG20-02362841-n	wngre:synset-νυφίτσα_Αμερικής-noun-1
ENG20-02362957-n	wngre:synset-κουνάβι-noun-1
ENG20-02363018-v	wngre:synset-χειρίζομαι-verb-1
ENG20-02363077-a	wngre:synset-ανυπάκουος-adjective-0
ENG20-02363109-n	wngre:synset-νυφίτσα_γένους_martes_pennanti-noun-1
ENG20-02363405-n	wngre:synset-νυφίτσα_με_κίτρινο_λαιμό-noun-1
ENG20-02363614-v	wngre:synset-θέτω_σε_λειτουργία-verb-0
ENG20-02363695-n	wngre:synset-σαρκοφάγο_θηλαστικό_eira_barbara_tayra-noun-1
ENG20-02364340-v	wngre:synset-μεριμνώ-verb-0
ENG20-02364732-n	wngre:synset-μουσούδα-noun-1
ENG20-02364905-n	wngre:synset-ράμφος-noun-1
ENG20-02365235-n	wngre:synset-προβοσκίδα-noun-0
ENG20-02365338-n	wngre:synset-παχύδερμο-noun-0
ENG20-02365513-n	wngre:synset-Edentata-noun-0
ENG20-02365681-v	wngre:synset-επιμελούμαι-verb-0
ENG20-02365751-n	wngre:synset-θηλαστικό_τάξης_edentata-noun-0
ENG20-02365915-v	wngre:synset-κάνω-verb-29
ENG20-02366030-n	wngre:synset-Xenarthra-noun-0
ENG20-02366135-v	wngre:synset-διευθύνω-verb-0
ENG20-02366259-n	wngre:synset-Dasypodidae-noun-0
ENG20-02366330-v	wngre:synset-καθοδηγώ-verb-0
ENG20-02366519-n	wngre:synset-δασύπους-noun-0
ENG20-02366625-v	wngre:synset-προεδρεύω-verb-1
ENG20-02366849-v	wngre:synset-είμαι_επικεφαλής-verb-0
ENG20-02367213-v	wngre:synset-ηγούμαι-verb-2
ENG20-02367626-v	wngre:synset-διατάζω-verb-1
ENG20-02368916-n	wngre:synset-Bradypodidae-noun-0
ENG20-02369074-n	wngre:synset-βραδύπους-noun-0
ENG20-02369150-v	wngre:synset-ελέγχω-verb-2
ENG20-02369653-v	wngre:synset-επιβλέπω-verb-1
ENG20-02370417-v	wngre:synset-διαχειρίζομαι-verb-0
ENG20-02370727-v	wngre:synset-δουλεύω-verb-0
ENG20-02371906-v	wngre:synset-πατεντάρω-verb-0
ENG20-02372059-v	wngre:synset-διεξάγω-verb-1
ENG20-02374252-n	wngre:synset-άρθρωση_υποκνήμιου_ίππου-noun-0
ENG20-02374505-n	wngre:synset-ακρώμιο_ζώου-noun-0
ENG20-02374609-v	wngre:synset-ιδρύω_εταιρεία-verb-0
ENG20-02374731-n	wngre:synset-κνήμη_ζώου-noun-0
ENG20-02375293-n	wngre:synset-μέση-noun-0
ENG20-02375483-n	wngre:synset-καπούλι-noun-0
ENG20-02375870-v	wngre:synset-επισκιάζω-verb-1
ENG20-02375920-n	wngre:synset-γόνατο-noun-1
ENG20-02376078-n	wngre:synset-λαγόνα-noun-0
ENG20-02376316-n	wngre:synset-σκέλος-noun-1
ENG20-02376377-v	wngre:synset-βάζω-verb-9
ENG20-02376446-n	wngre:synset-οπίσθιο_άκρο-noun-1
ENG20-02376605-n	wngre:synset-μπροστινά_άκρα-noun-0
ENG20-02376786-v	wngre:synset-συμμετέχω-verb-1
ENG20-02376901-n	wngre:synset-νηκτικό_πτερύγιο-noun-0
ENG20-02376930-a	wngre:synset-κυνικός-adjective-1
ENG20-02376965-v	wngre:synset-δρω-verb-1
ENG20-02377053-v	wngre:synset-προλαβαίνω-verb-1
ENG20-02377623-v	wngre:synset-αποτρέπω-verb-1
ENG20-02377728-n	wngre:synset-πλευρική_γραμμή_ψαριού_όργανο-noun-0
ENG20-02377880-v	wngre:synset-παρακωλύω-verb-0
ENG20-02377931-n	wngre:synset-πτερύγιο-noun-1
ENG20-02378171-v	wngre:synset-ανακατεύομαι-verb-0
ENG20-02378351-v	wngre:synset-ανακόπτω-verb-0
ENG20-02378672-v	wngre:synset-εμποδίζω_την_ανάπτυξη-verb-0
ENG20-02379144-v	wngre:synset-αποκλείω-verb-0
ENG20-02379288-n	wngre:synset-ψαροκόκαλο-noun-1
ENG20-02380406-n	wngre:synset-καλάμι_φτερού-noun-0
ENG20-02380524-n	wngre:synset-νεύρο-noun-0
ENG20-02380653-n	wngre:synset-φτερό_πτήσης-noun-0
ENG20-02381018-v	wngre:synset-αστυνομεύω-verb-0
ENG20-02381377-n	wngre:synset-Primates-noun-0
ENG20-02381487-v	wngre:synset-παρακολουθώ-verb-0
ENG20-02381703-n	wngre:synset-πρωτεύον_θηλαστικό-noun-1
ENG20-02381941-v	wngre:synset-έχω_το_νου_μου-verb-0
ENG20-02382096-n	wngre:synset-πίθηκος-noun-0
ENG20-02382111-v	wngre:synset-προσέχω-verb-0
ENG20-02382222-n	wngre:synset-Anthropoidea-noun-0
ENG20-02382555-v	wngre:synset-κηδεύω-verb-1
ENG20-02382616-n	wngre:synset-ανθρωποειδής_μαϊμού-noun-0
ENG20-02383184-n	wngre:synset-Hominidae-noun-0
ENG20-02383294-v	wngre:synset-έχω_σε_υπόληψη-verb-0
ENG20-02383479-n	wngre:synset-ανθρωποειδές-noun-1
ENG20-02383711-n	wngre:synset-γένος_Homo-noun-0
ENG20-02383832-v	wngre:synset-φέρομαι_με_αγένεια-verb-0
ENG20-02383992-n	wngre:synset-ανθρώπινο_πλάσμα-noun-0
ENG20-01930515-v	wngre:synset-κατακάθομαι-verb-0
ENG20-01930702-v	wngre:synset-κατακάθομαι-verb-0
ENG20-01930943-v	wngre:synset-βυθίζομαι-verb-0
ENG20-01931031-a	wngre:synset-υπεύθυνος-adjective-0
ENG20-01931110-v	wngre:synset-καταρρέω-verb-0
ENG20-01931619-v	wngre:synset-σκάω-verb-0
ENG20-01931930-v	wngre:synset-βουλιάζω-verb-0
ENG20-01932225-v	wngre:synset-βυθίζομαι-verb-0
ENG20-01932338-v	wngre:synset-ανέρχομαι-verb-0
ENG20-01932550-a	wngre:synset-ανεύθυνος-adjective-0
ENG20-01932751-v	wngre:synset-αναδύομαι-verb-0
ENG20-01932905-v	wngre:synset-επανεμφανίζομαι-verb-0
ENG20-01933003-v	wngre:synset-διογκώνομαι-verb-0
ENG20-01933261-v	wngre:synset-φουσκώνω-verb-0
ENG20-01933489-v	wngre:synset-βυθίζομαι-verb-0
ENG20-01934453-v	wngre:synset-περνώ-verb-0
ENG20-01934981-v	wngre:synset-διαπερνώ-verb-0
ENG20-01935162-v	wngre:synset-αναρριχώμαι-verb-0
ENG20-01935302-v	wngre:synset-καταπατώ-verb-0
ENG20-01935499-v	wngre:synset-επιμένω-verb-0
ENG20-01935755-v	wngre:synset-κινούμαι_στη_σειρά-verb-0
ENG20-01935876-v	wngre:synset-μεταφέρω-verb-0
ENG20-01936078-v	wngre:synset-ανιχνεύω-verb-0
ENG20-01936392-v	wngre:synset-υποχωρώ-verb-0
ENG20-01937125-v	wngre:synset-τραβώ-verb-2
ENG20-01937463-v	wngre:synset-βαστώ-verb-0
ENG20-01937863-v	wngre:synset-διασχίζω-verb-0
ENG20-01938102-v	wngre:synset-ουρλιάζω-verb-0
ENG20-01938316-v	wngre:synset-κουτσαίνω-verb-0
ENG20-01938488-v	wngre:synset-προχωρώ-verb-0
ENG20-01938649-v	wngre:synset-προχωρώ-verb-0
ENG20-01938737-n	wngre:synset-τάξη_Charadriiformes-noun-0
ENG20-01938934-v	wngre:synset-βαδίζω_αντίθετα-verb-0
ENG20-01939033-v	wngre:synset-οπισθοχωρώ-verb-0
ENG20-01939094-n	wngre:synset-θαλασσοπούλι-noun-0
ENG20-01939426-v	wngre:synset-κάνω_πίσω-verb-0
ENG20-01940346-v	wngre:synset-ακολουθώ-verb-1
ENG20-01940707-v	wngre:synset-προλαβαίνω-verb-0
ENG20-01940996-v	wngre:synset-ξεπερνώ-verb-0
ENG20-01941132-v	wngre:synset-αναρριχώμαι-verb-0
ENG20-01941250-v	wngre:synset-προηγούμαι-verb-0
ENG20-01941830-v	wngre:synset-οδηγώ-verb-2
ENG20-01942320-v	wngre:synset-παραπληροφορώ-verb-1
ENG20-01942579-v	wngre:synset-συνοδεύω-verb-3
ENG20-01942900-v	wngre:synset-καταδιώκω-verb-2
ENG20-01943890-v	wngre:synset-καταδιώκω-verb-1
ENG20-01944424-v	wngre:synset-πυροβολώ-verb-0
ENG20-01944605-v	wngre:synset-αναζητώ-verb-0
ENG20-01944734-v	wngre:synset-αποπέμπω-verb-0
ENG20-01945200-v	wngre:synset-αίρω_τις_παρεξηγήσεις-verb-0
ENG20-01945373-v	wngre:synset-εξοβελίζω-verb-0
ENG20-01945615-v	wngre:synset-θηρεύω-verb-1
ENG20-01946245-v	wngre:synset-καταδιώκω-verb-0
ENG20-01946719-v	wngre:synset-κάνω_φλασμπάκ-verb-0
ENG20-01946892-v	wngre:synset-επιστρέφω-verb-0
ENG20-01947900-v	wngre:synset-φθάνω-verb-1
ENG20-01948525-v	wngre:synset-προλαβαίνω-verb-0
ENG20-01948791-a	wngre:synset-ευλαβικός-adjective-1
ENG20-01949369-v	wngre:synset-έχω_πρόσβαση-verb-0
ENG20-01949711-v	wngre:synset-φτάνω_στην_κορυφή-verb-0
ENG20-01950084-v	wngre:synset-πιάνω_πάτο-verb-0
ENG20-01950409-v	wngre:synset-αναχωρώ-verb-2
ENG20-01951323-v	wngre:synset-μένω-verb-0
ENG20-01951556-v	wngre:synset-αναχωρώ-verb-0
ENG20-01954449-v	wngre:synset-μεταφέρω-verb-0
ENG20-01956293-v	wngre:synset-αναχωρώ-verb-0
ENG20-01956681-v	wngre:synset-απογειώνομαι-verb-0
ENG20-01956991-v	wngre:synset-κινούμαι_με_ταχύτητα-verb-0
ENG20-01957159-v	wngre:synset-ξεχύνομαι-verb-0
ENG20-01957725-v	wngre:synset-αποχωρώ-verb-0
ENG20-01957769-n	wngre:synset-παράκτιο_πτηνό-noun-0
ENG20-01957962-n	wngre:synset-υποτάξη_Lari-noun-0
ENG20-01958136-n	wngre:synset-οικογένεια_Laridae-noun-0
ENG20-01958189-v	wngre:synset-εγκαταλείπω-verb-0
ENG20-01958275-a	wngre:synset-πλούσιος-adjective-0
ENG20-01958349-n	wngre:synset-πτηνό_της_οικογένειας_Laridae-noun-0
ENG20-01958510-n	wngre:synset-γλάρος-noun-0
ENG20-01958528-v	wngre:synset-πετάγομαι-verb-0
ENG20-01958650-v	wngre:synset-εισέρχομαι-verb-0
ENG20-01959179-a	wngre:synset-φτωχός-adjective-0
ENG20-01960064-v	wngre:synset-χώνω-verb-0
ENG20-01960176-v	wngre:synset-επιβιβάζομαι-verb-0
ENG20-01960499-v	wngre:synset-προλαβαίνω-verb-0
ENG20-01962232-a	wngre:synset-αποτυχημένος-adjective-1
ENG20-01962681-v	wngre:synset-φθάνω-verb-0
ENG20-01963602-v	wngre:synset-προλαβαίνω-verb-0
ENG20-01963723-v	wngre:synset-βρίσκω-verb-0
ENG20-01963844-v	wngre:synset-μεσουρανώ-verb-0
ENG20-01963992-v	wngre:synset-αντεπεξέρχομαι-verb-0
ENG20-01964430-v	wngre:synset-προσγειώνομαι-verb-0
ENG20-01965169-v	wngre:synset-βρίσκω-verb-3
ENG20-01965348-a	wngre:synset-δεξιός-adjective-1
ENG20-01965458-v	wngre:synset-διασταυρώνομαι-verb-1
ENG20-01965644-v	wngre:synset-μαζεύω-verb-0
ENG20-01965895-v	wngre:synset-μαζεύομαι-verb-0
ENG20-01965966-a	wngre:synset-αριστερός-adjective-1
ENG20-01966036-v	wngre:synset-οχυρώνομαι-verb-0
ENG20-01966212-v	wngre:synset-μαζοποιούμαι-verb-0
ENG20-01966945-a	wngre:synset-δεξιός-adjective-0
ENG20-01967053-v	wngre:synset-κινούμαι_αγεληδόν-verb-0
ENG20-01967594-v	wngre:synset-ακομπανιάρω-verb-1
ENG20-01967912-a	wngre:synset-αριστερός-adjective-0
ENG20-01968483-n	wngre:synset-Pelecaniformes-noun-0
ENG20-01968744-n	wngre:synset-θαλασσοπούλι_pelecaniform-noun-0
ENG20-01968971-n	wngre:synset-Pelecanidae-noun-0
ENG20-01969074-v	wngre:synset-παίρνω_από_πίσω-verb-0
ENG20-01969115-n	wngre:synset-πελεκάνος-noun-0
ENG20-01969656-v	wngre:synset-συνωστίζω-verb-0
ENG20-01970410-v	wngre:synset-προστρέχω-verb-0
ENG20-01970990-n	wngre:synset-οικογένεια_Phalacrocoracidae-noun-0
ENG20-01971038-v	wngre:synset-διασκορπίζω__διασκορπίζομαι-verb-1
ENG20-01971129-n	wngre:synset-γένος_Phalacrocorax-noun-1
ENG20-01971306-n	wngre:synset-κορμοράνος-noun-0
ENG20-01972202-v	wngre:synset-κινούμαι-verb-8
ENG20-01972550-n	wngre:synset-σφηνικόμορφα-noun-0
ENG20-01972701-n	wngre:synset-οικογένεια_Spheniscidae-noun-0
ENG20-01972809-v	wngre:synset-προκαλώ_ρήξη-verb-0
ENG20-01972928-n	wngre:synset-σφηνικόμορφο_πτηνό-noun-0
ENG20-01973073-n	wngre:synset-πιγκουίνος-noun-0
ENG20-01973194-v	wngre:synset-χωρίζω-verb-1
ENG20-01974748-n	wngre:synset-τάξη_Procellariiformes-noun-0
ENG20-01975001-n	wngre:synset-ωκεάνιο_πουλί-noun-0
ENG20-01975059-v	wngre:synset-αποκλίνω-verb-0
ENG20-01975217-v	wngre:synset-αλλάζω_κατεύθυνση-verb-0
ENG20-01975344-n	wngre:synset-οικογένρεια_Diomedeidae-noun-0
ENG20-01975491-n	wngre:synset-άλμπατρος-noun-0
ENG20-01976188-v	wngre:synset-εκτρέπομαι-verb-0
ENG20-01976560-v	wngre:synset-καμπυλώνω-verb-0
ENG20-01976772-v	wngre:synset-κάμπτομαι-verb-0
ENG20-01976875-v	wngre:synset-έχω_τοξοειδή_μορφή-verb-0
ENG20-01977314-v	wngre:synset-καμπυλώνω-verb-0
ENG20-01977616-v	wngre:synset-ισιώνω-verb-0
ENG20-01977754-v	wngre:synset-κάμπτω-verb-0
ENG20-01978156-v	wngre:synset-εγκυρτώνω-verb-0
ENG20-01978315-v	wngre:synset-κάμπτομαι_προς_τα_πίσω-verb-0
ENG20-01978467-v	wngre:synset-παρατάσσω-verb-0
ENG20-01978907-v	wngre:synset-γέρνω-verb-0
ENG20-01979287-n	wngre:synset-υδρόβιο_θηλαστικό-noun-0
ENG20-01979289-v	wngre:synset-ανηφορίζω-verb-0
ENG20-01979446-v	wngre:synset-σκύβω-verb-0
ENG20-01979479-n	wngre:synset-κητώδη-noun-0
ENG20-01979602-v	wngre:synset-κατηφορίζω-verb-0
ENG20-01979664-n	wngre:synset-κητώδες_θηλαστικό-noun-0
ENG20-01979752-v	wngre:synset-κινούμαι_σε_ανήφορο-verb-0
ENG20-01979908-v	wngre:synset-πέφτω-verb-0
ENG20-01979960-n	wngre:synset-φάλαινα-noun-0
ENG20-01980120-v	wngre:synset-λοξεύω-verb-0
ENG20-01980554-v	wngre:synset-μπατάρω-verb-0
ENG20-01980919-v	wngre:synset-ξαπλώνω-verb-0
ENG20-01981639-v	wngre:synset-δύω-verb-0
ENG20-01982865-v	wngre:synset-κλίνω-verb-1
ENG20-01983632-v	wngre:synset-αναλύω-verb-0
ENG20-01983653-n	wngre:synset-Odontoceti-noun-ο
ENG20-01983910-n	wngre:synset-οδοντοκήτη-noun-0
ENG20-01984153-n	wngre:synset-οικογένεια_Physeteridae-noun-0
ENG20-01984303-n	wngre:synset-γένος_Physeter-noun-0
ENG20-01984443-n	wngre:synset-φάλαινα_φυσητήρας-noun-0
ENG20-01984927-v	wngre:synset-διανέμω-verb-0
ENG20-01985236-v	wngre:synset-διανέμω-verb-0
ENG20-01985586-v	wngre:synset-διαδίδω-verb-0
ENG20-01985938-n	wngre:synset-οικογένεια_Delphinidae-noun-0
ENG20-01986177-n	wngre:synset-δελφίνι-noun-0
ENG20-01986772-v	wngre:synset-γυρίζω-verb-0
ENG20-01987406-a	wngre:synset-θρησκευτικός-adjective-0
ENG20-01987519-v	wngre:synset-κάνω_περιστροφή-verb-0
ENG20-01987786-v	wngre:synset-στρέφομαι-verb-0
ENG20-01988466-v	wngre:synset-στριφογυρίζω-verb-0
ENG20-01990506-v	wngre:synset-στροβιλίζω-verb-0
ENG20-01991311-v	wngre:synset-προσπερνώ-verb-0
